Shipment_ID,Shipment_Date,Origin_City,Destination_City,Distance_KM,Transport_Mode,Vehicle_Type,Weight_KG,Volume_CBM,Shipment_Type,Delivery_Days,Vendor_ID,Vendor_Name,Vendor_Rating,Vendor_Experience_Years,Base_Freight_Cost,Fuel_Cost,Toll_Cost,Handling_Cost,Other_Cost,Total_Freight_Cost,Invoice_ID,Invoice_Date,Invoice_Amount,Expected_Invoice_Amount,Payment_Status,Payment_Delay_Days,Cost_Difference,Cost_Difference_Percentage,Duplicate_Invoice_Flag,Invoice_Mismatch_Flag,Unusual_Cost_Flag,High_Risk_Vendor_Flag,Fraud_Risk_Score,Risk_Level
SHP015200,2026-02-12,Jaipur,Bengaluru,592.0,Road,LCV,552.5,2.7,Fragile,4,VEN015,Omni Freight,3.9,,7946.65,1505.27,939.15,382.37,497.75,11280.66,INV015200,2026-02-14,8890.17,11468.86,Overdue,33,-2578.69,-22.48,0,1,0,0,49.3,Medium
SHP015201,2024-03-02,Nagpur,Bengaluru,1070.5,Road,Trailer,1829.8,4.39,Standard,6,VEN002,BlueLine Transport,3.9,19.0,16154.28,2660.28,955.89,483.95,76.55,23260.22,INV015201,2024-03-04,22756.09,23609.34,Paid,12,-853.25,-3.61,0,0,0,0,11.7,Low
SHP015202,2025-11-04,Surat,Kolkata,1322.4,Road,Truck,3529.8,21.58,Standard,6,VEN016,PrimeRoute Transport,3.5,13.0,20985.89,2532.22,1950.75,1289.61,194.54,26554.47,INV015202,2025-11-11,26295.63,26828.19,Pending,22,-532.56,-1.99,0,0,0,0,5.0,Low
SHP015203,2025-10-08,Kochi,Pune,1886.3,Road,LCV,2183.7,7.43,Standard,9,VEN009,India Freight Network,3.3,3.0,18797.65,2341.56,3075.59,463.63,449.1,22744.83,INV015203,2025-10-13,22701.92,22607.22,Paid,14,94.7,0.42,0,0,0,1,17.4,Low
SHP015204,2024-10-04,Chandigarh,Ahmedabad,1870.0,Road,LCV,663.2,6.85,Express,9,VEN008,Horizon Carriers,4.6,10.0,24175.96,2913.84,1355.86,433.68,66.55,29239.3,INV015204,2024-10-06,28095.47,27716.1,Paid,2,379.37,1.37,0,0,0,0,0.2,Low
SHP015205,2026-04-06,Chandigarh,Indore,1022.3,Air,Air Cargo Standard,752.1,4.4,Standard,3,VEN017,QuickHaul,4.1,9.0,33492.35,2713.75,0.0,351.93,65.19,51918.23,INV010512,2026-04-07,50558.1,50728.4,Paid,12,-170.3,-0.34,1,0,1,0,55.7,High
SHP015206,2025-12-09,Nagpur,Mumbai,1884.2,Rail,Cargo Wagon,2215.1,14.77,Standard,6,VEN029,Titan Transport,3.3,20.0,14673.83,1466.03,0.0,702.66,107.03,16144.34,INV015206,2025-12-11,15686.95,15903.79,Paid,4,-216.84,-1.36,0,0,0,1,19.5,Low
SHP015207,2024-08-27,Chennai,Surat,1615.8,Road,,2755.9,10.43,Standard,6,VEN007,Global Route,4.5,23.0,22971.4,4194.23,2368.05,706.68,126.02,29753.7,INV015207,2024-09-02,31062.77,31040.12,Paid,17,22.65,0.07,0,0,0,0,15.3,Low
SHP015208,2025-12-30,Kolkata,Mumbai,1262.2,Rail,Container Wagon,391.2,2.93,Standard,6,VEN028,SwiftCargo,3.1,9.0,11191.85,921.98,0.0,,191.35,13412.04,INV015208,2026-01-03,13848.06,13928.13,Paid,5,-80.07,-0.57,0,0,0,1,19.4,Low
SHP015209,2025-10-01,Hyderabad,Lucknow,664.1,Road,Truck,1906.5,15.95,Standard,3,VEN016,PrimeRoute Transport,3.5,13.0,9330.64,1491.91,812.86,433.88,604.38,14128.51,INV015209,2025-10-06,13628.52,13864.64,Pending,8,-236.12,-1.7,0,0,0,0,4.3,Low
SHP015210,2025-04-05,Indore,Chennai,1752.5,Air,,561.7,5.26,Bulk,4,VEN030,Urban Logistics,4.4,21.0,45939.46,2636.42,0.0,377.73,69.36,48795.26,INV015210,2025-04-09,47048.15,47378.5,Paid,7,-330.35,-0.7,0,0,0,0,4.8,Low
SHP015211,2026-03-12,Hyderabad,Surat,602.8,Road,Truck,277.0,1.14,Express,4,VEN012,LoadMasters,4.9,6.0,8624.36,1440.43,763.57,307.4,491.4,12558.68,INV015211,2026-03-19,11797.43,12030.52,Paid,1,-233.09,-1.94,0,0,0,0,5.6,Low
SHP015212,2025-04-02,Bengaluru,Jaipur,709.8,Road,Trailer,442.9,1.93,Express,4,VEN030,Urban Logistics,4.4,21.0,11596.35,1385.86,651.77,297.11,117.59,14552.52,INV015212,2025-04-06,13933.09,14369.56,Paid,7,-436.47,-3.04,0,0,0,0,0.0,Low
SHP015213,2024-08-31,Indore,Kochi,617.8,Rail,Cargo Wagon,1776.9,12.63,Fragile,4,VEN020,TransNova,4.3,18.0,6214.1,729.07,0.0,512.9,107.57,7853.34,INV015213,2024-09-06,7769.93,7815.87,Pending,26,-45.94,-0.59,0,0,0,0,13.1,Low
SHP015214,2025-04-03,Indore,Surat,1008.6,Road,Truck,401.2,5.14,Express,4,VEN021,United Freight,4.5,24.0,15825.38,2089.76,1104.21,326.42,164.28,21121.61,INV015214,2025-04-10,21433.4,21238.83,Overdue,36,194.57,0.92,1,0,0,0,48.8,Medium
SHP015215,2025-03-11,Jaipur,Kolkata,1868.0,Air,Air Cargo Express,1281.9,4.94,Standard,3,VEN017,QuickHaul,4.1,9.0,92891.0,5427.43,0.0,561.55,532.99,97141.56,INV015215,2025-03-15,97298.92,97130.78,Pending,15,168.14,0.17,0,0,1,0,27.3,Medium
SHP015216,2024-05-30,Surat,Chennai,1931.8,Road,,720.6,2.33,Standard,6,VEN014,NorthStar Logistics,4.6,5.0,23052.05,3924.73,1694.07,311.36,158.98,25733.39,INV015216,2024-06-05,26147.32,25247.18,Pending,12,900.14,3.57,1,0,0,0,46.6,Medium
SHP015217,2025-05-30,Indore,Mumbai,2091.6,Road,Truck,446.8,2.06,Bulk,9,VEN016,PrimeRoute Transport,3.5,13.0,20914.72,3967.04,1743.6,349.37,836.34,30328.77,INV015217,2025-06-04,30141.19,29921.86,Pending,8,219.33,0.73,0,0,0,0,3.8,Low
SHP015218,2026-01-01,Surat,Chandigarh,1142.5,Road,Trailer,1670.2,5.53,Express,4,VEN026,Pioneer Freight,3.4,18.0,20045.67,2125.27,2035.89,574.13,125.33,24058.55,INV015218,2026-01-02,24389.21,24042.38,Pending,28,346.83,1.44,0,0,0,0,17.5,Low
SHP015219,2026-03-02,Chennai,Delhi,253.6,Road,LCV,430.7,,Express,3,VEN024,Zenith Carriers,4.8,,4430.6,518.6,380.64,357.54,537.54,6411.0,INV012892,2026-03-07,4981.36,6426.26,Paid,14,-1444.9,-22.48,1,1,0,0,78.4,High
SHP015220,2025-10-05,Mumbai,Bengaluru,2800.0,Road,Mini Truck,1889.7,13.0,Standard,10,VEN001,Apex Logistics,4.5,24.0,22823.03,2728.03,2525.4,624.85,315.78,30101.53,INV015220,2025-10-08,30101.43,29815.6,Paid,8,285.83,0.96,0,0,0,0,5.5,Low
SHP015221,2025-03-16,Hyderabad,Surat,1548.9,Road,LCV,1437.4,6.45,Standard,8,VEN021,United Freight,4.5,24.0,19137.94,2953.66,1417.74,580.14,389.21,24279.77,INV015221,2025-03-17,23269.08,23787.34,Paid,5,-518.26,-2.18,0,0,0,0,6.9,Low
SHP015222,2026-02-03,Nagpur,Lucknow,1036.0,Road,Mini Truck,404.7,1.66,Express,5,VEN026,Pioneer Freight,3.4,18.0,11311.0,1379.34,1028.46,302.52,167.29,14249.12,INV015222,2026-02-05,13650.57,13720.0,Paid,8,-69.43,-0.51,0,0,0,0,2.4,Low
SHP015223,2026-04-17,Surat,Pune,1514.9,Road,Trailer,2206.3,31.01,Standard,6,VEN023,WestWay Transport,4.9,5.0,24359.59,3602.34,1302.16,919.99,151.55,41041.96,INV015223,2026-04-20,41157.09,41351.21,Paid,11,-194.12,-0.47,0,0,1,0,22.7,Low
SHP015224,2026-01-04,Mumbai,Bengaluru,521.2,Road,Truck,550.5,1.41,Express,3,VEN015,Omni Freight,3.9,18.0,7090.36,832.31,918.88,364.57,331.84,9289.47,INV015224,2026-01-08,8937.1,8589.99,Paid,10,347.11,4.04,0,0,0,0,0.0,Low
SHP015225,2025-12-14,Nagpur,Kochi,188.6,Rail,Container Wagon,3189.1,33.1,Standard,1,VEN011,Kinetic Transport,3.7,,5968.21,621.03,0.0,716.45,456.01,8197.17,INV015225,2025-12-15,8177.32,8131.24,Paid,15,46.08,0.57,0,0,0,0,0.0,Low
SHP015226,2025-12-07,Ahmedabad,Nagpur,1201.0,Road,LCV,2611.8,12.41,Fragile,4,VEN021,United Freight,4.5,24.0,14873.17,2056.32,1339.93,688.65,55.86,19671.07,INV015226,2025-12-10,20626.76,20304.91,Paid,5,321.85,1.59,0,0,0,0,9.7,Low
SHP015227,2025-03-16,Nagpur,Delhi,2673.5,Air,Air Cargo Express,439.8,3.28,Fragile,5,VEN020,TransNova,4.3,18.0,146735.48,6051.55,0.0,362.62,312.6,158740.2,INV015227,2025-03-19,154875.17,156491.76,Paid,2,-1616.59,-1.03,0,0,1,0,25.8,Medium
SHP015228,2025-12-03,Chandigarh,Indore,908.1,Road,Truck,1059.5,4.33,Fragile,5,VEN012,LoadMasters,4.9,6.0,14452.32,2456.1,1317.91,352.47,163.87,20210.32,INV015228,2025-12-04,20513.15,20475.69,Paid,14,37.46,0.18,0,0,0,0,0.0,Low
SHP015229,2024-12-10,Delhi,Kolkata,1024.8,Road,Mini Truck,643.1,,Fragile,4,VEN013,Metro Cargo,4.3,13.0,11031.77,2054.44,1114.12,338.17,232.55,16060.12,INV015229,2024-12-15,15767.18,16118.28,Paid,12,-351.1,-2.18,0,0,0,0,7.6,Low
SHP015230,2026-04-30,Ahmedabad,Chandigarh,2849.5,Air,Air Cargo Standard,2077.2,21.52,Standard,6,VEN012,LoadMasters,4.9,6.0,107000.59,5065.19,0.0,774.84,226.09,119751.22,INV015230,2026-05-06,117590.06,117758.71,Paid,3,-168.65,-0.14,0,0,1,0,24.6,Low
SHP015231,2026-03-06,Mumbai,Kolkata,2759.3,Air,Air Cargo Express,478.3,2.34,Standard,6,VEN002,BlueLine Transport,3.9,19.0,104720.88,6150.93,0.0,326.93,386.48,112311.11,INV015231,2026-03-13,110084.67,111895.1,Paid,3,-1810.43,-1.62,0,0,1,0,25.5,Medium
SHP015232,2025-06-28,Hyderabad,Delhi,2904.9,Air,Air Cargo Express,2092.8,14.17,Express,6,VEN001,Apex Logistics,4.5,24.0,151657.62,10140.82,0.0,637.14,52.97,135989.12,INV015232,2025-06-29,137325.43,138119.89,Pending,22,-794.46,-0.58,0,0,1,0,31.1,Medium
SHP015233,2025-10-09,Indore,Mumbai,1441.3,Road,Truck,2123.7,9.4,Standard,5,VEN003,CargoLink India,4.7,10.0,17120.35,3163.06,2034.81,748.91,151.03,26260.26,INV015233,2025-10-15,27611.57,27354.39,Paid,17,257.18,0.94,0,0,0,0,1.4,Low
SHP015234,2026-01-15,Chandigarh,Nagpur,2800.0,Road,LCV,4108.1,27.13,Standard,10,VEN013,Metro Cargo,4.3,13.0,30936.9,4891.59,4085.35,906.69,425.26,43250.9,INV015234,2026-01-20,41071.92,40902.63,Paid,13,169.29,0.41,0,0,0,0,7.6,Low
SHP015235,2025-06-03,Chandigarh,Nagpur,1195.7,Road,Trailer,2149.2,9.65,Standard,5,VEN016,PrimeRoute Transport,3.5,13.0,16194.26,1838.57,1914.73,719.86,39.38,20534.89,INV015235,2025-06-06,19406.89,19815.04,Paid,5,-408.15,-2.06,0,0,0,0,2.8,Low
SHP015236,2025-12-22,Lucknow,Bengaluru,300.6,Rail,Container Wagon,624.0,1.9,Express,2,VEN013,Metro Cargo,4.3,13.0,3969.24,431.44,0.0,354.06,391.04,5206.51,INV015236,2025-12-26,5185.63,5342.45,Paid,19,-156.82,-2.94,0,0,0,0,0.1,Low
SHP015237,2025-10-25,Delhi,Pune,841.4,Rail,Container Wagon,4217.3,22.28,Standard,3,VEN029,Titan Transport,3.3,20.0,11824.76,1151.35,0.0,1250.58,345.61,14996.36,INV015237,2025-10-27,15747.97,15534.61,Paid,13,213.36,1.37,0,0,0,1,15.4,Low
SHP015238,2024-08-31,Jaipur,Pune,876.7,Road,,2935.9,9.36,Fragile,4,VEN007,Global Route,4.5,23.0,15431.46,1741.14,781.16,495.9,338.48,18349.42,INV015238,2024-09-01,18975.01,18870.83,Paid,17,104.18,0.55,0,0,0,0,0.0,Low
SHP015239,2024-05-16,Ahmedabad,Indore,1253.7,Road,Mini Truck,657.7,3.81,Bulk,6,VEN012,LoadMasters,4.9,6.0,9296.08,1588.33,1723.85,383.84,145.0,12640.66,INV015239,2024-05-21,9362.98,12078.82,Pending,14,-2715.84,-22.48,0,1,0,0,48.2,Medium
SHP015240,2025-05-24,Ahmedabad,Indore,1357.0,Rail,Container Wagon,668.9,1.42,Standard,5,VEN008,Horizon Carriers,4.6,10.0,10137.07,858.28,0.0,387.11,60.94,12058.92,INV015240,2025-05-31,12322.71,12495.65,Paid,9,-172.94,-1.38,0,0,0,0,2.4,Low
SHP015241,2024-01-01,Chennai,Surat,1038.3,Road,Trailer,1272.4,11.72,Express,6,VEN009,India Freight Network,3.3,3.0,20736.94,3216.81,1230.29,467.37,214.7,26013.15,INV015241,2024-01-08,26267.65,26649.81,Paid,19,-382.16,-1.43,0,0,0,1,16.3,Low
SHP015242,2025-10-18,Chandigarh,Lucknow,562.2,Road,Truck,2664.8,25.09,Standard,3,VEN018,RoadBridge Logistics,3.1,7.0,9661.72,1045.89,842.99,777.16,831.95,14028.99,INV015242,2025-10-23,13374.47,13433.91,Overdue,103,-59.44,-0.44,0,0,0,1,38.9,Medium
SHP015243,2025-09-07,Lucknow,Kochi,1161.6,Road,Trailer,758.9,4.78,Express,6,VEN010,JetMove Logistics,3.9,13.0,17833.57,2827.67,963.18,428.6,408.31,23353.74,INV015243,2025-09-08,23493.81,23782.68,Paid,17,-288.87,-1.21,0,0,0,0,4.1,Low
SHP015244,2024-04-03,Pune,Nagpur,1195.9,Road,Mini Truck,516.2,4.28,Standard,4,VEN010,JetMove Logistics,3.9,13.0,10677.78,2022.25,1260.33,,320.8,15557.11,INV020751,2024-04-09,14844.68,15466.51,Pending,12,-621.83,-4.02,1,0,0,0,50.1,Medium
SHP015245,2024-10-05,Delhi,Chennai,541.6,Road,Mini Truck,647.4,4.62,Standard,4,VEN021,United Freight,4.5,24.0,5756.93,873.09,503.25,332.23,280.48,7323.19,INV015245,2024-10-08,7310.7,7319.57,Paid,19,-8.87,-0.12,0,0,0,0,7.8,Low
SHP015246,2025-04-22,Mumbai,Chandigarh,595.2,Road,Trailer,1692.4,13.89,Standard,4,VEN025,Orbit Logistics,4.6,17.0,10260.91,1454.13,948.8,494.67,326.99,14544.26,INV015246,2025-04-29,15070.71,14431.48,Paid,6,639.23,4.43,1,0,0,0,45.5,Medium
SHP015247,2025-10-15,Hyderabad,Mumbai,588.6,Road,Trailer,329.8,0.97,Standard,3,VEN007,Global Route,4.5,23.0,7917.08,1492.59,605.06,324.0,285.45,10535.55,INV015247,2025-10-17,11066.23,10940.11,Paid,5,126.12,1.15,0,0,0,0,5.9,Low
SHP015248,2024-01-03,Jaipur,Indore,619.3,Road,LCV,1239.8,11.07,,3,VEN004,Delta Freight,4.4,25.0,8373.82,1436.63,585.52,458.41,128.41,11586.41,INV015248,2024-01-10,11386.7,11328.89,Paid,9,57.81,0.51,0,0,0,0,1.3,Low
SHP015249,2025-05-14,Kochi,Chennai,1567.7,Road,Trailer,675.3,4.97,Standard,8,VEN008,Horizon Carriers,4.6,10.0,21713.99,2763.0,2519.28,433.59,113.55,38504.09,INV015249,2025-05-15,37253.18,37788.0,Paid,16,-534.82,-1.42,0,0,1,0,20.9,Low
SHP015250,2024-08-04,Chandigarh,Kolkata,1800.5,Air,Air Cargo Standard,4000.0,27.79,Standard,2,VEN018,RoadBridge Logistics,3.1,7.0,72710.49,4098.9,0.0,886.74,351.44,82931.94,INV015250,2024-08-09,76406.54,78516.53,Pending,15,-2109.99,-2.69,0,0,1,1,30.6,Medium
SHP015251,2024-12-23,Ahmedabad,Jaipur,1301.5,Road,LCV,379.9,2.31,Standard,6,VEN029,Titan Transport,3.3,20.0,11760.49,1793.89,1485.44,299.18,628.34,14708.02,INV015251,2024-12-26,13786.45,14108.4,Paid,10,-321.95,-2.28,0,0,0,1,11.4,Low
SHP015252,2025-03-13,Kolkata,Hyderabad,875.5,Road,Mini Truck,503.1,1.22,Standard,5,VEN005,ExpressHaul,3.2,11.0,7401.36,1251.85,636.16,344.89,404.35,10384.6,INV015252,2025-03-17,7838.44,10112.07,Paid,9,-2273.63,-22.48,0,1,0,1,44.0,Medium
SHP015253,2024-06-28,Bengaluru,Lucknow,977.0,Road,Trailer,235.3,0.89,Fragile,5,VEN002,BlueLine Transport,3.9,19.0,14809.62,1538.28,1013.41,276.34,124.35,17707.53,INV015253,2024-07-01,18087.25,17465.61,Paid,18,621.64,3.56,0,0,0,0,11.6,Low
SHP015254,2024-10-03,Bengaluru,Ahmedabad,886.5,Road,Trailer,2245.4,7.3,Standard,5,VEN016,PrimeRoute Transport,3.5,13.0,12700.41,1857.9,895.52,673.86,308.01,15676.75,INV015254,2024-10-06,16113.76,15735.08,Paid,16,378.68,2.41,0,0,0,0,0.0,Low
SHP015255,2025-01-05,Mumbai,Lucknow,1986.5,Road,Mini Truck,524.5,2.92,Standard,9,VEN030,Urban Logistics,4.4,21.0,14828.92,2496.5,3491.38,338.35,451.63,23082.89,INV015255,2025-01-06,22530.16,22930.46,Paid,16,-400.3,-1.75,0,0,0,0,11.7,Low
SHP015256,2025-11-24,Surat,Jaipur,753.7,Rail,Container Wagon,5825.2,22.21,Standard,6,VEN017,QuickHaul,4.1,9.0,10701.92,1137.98,0.0,,176.32,14039.36,INV015256,2025-11-30,14255.56,14432.53,Paid,19,-176.97,-1.23,0,0,0,0,0.0,Low
SHP015257,2024-09-14,Delhi,Chennai,590.3,Rail,Cargo Wagon,1391.4,9.82,Standard,3,VEN028,SwiftCargo,3.1,9.0,5576.8,581.02,0.0,545.85,277.69,7452.61,INV015257,2024-09-17,7391.05,7419.02,Pending,32,-27.97,-0.38,0,0,0,1,23.4,Low
SHP015258,2025-07-27,Nagpur,Chandigarh,631.6,Road,Trailer,258.9,0.67,Standard,5,VEN020,TransNova,4.3,18.0,8509.93,1541.77,677.43,307.4,245.69,12021.13,INV015258,2025-08-01,12594.72,12472.04,Pending,16,122.68,0.98,0,0,0,0,6.8,Low
SHP015259,2024-11-21,Jaipur,Kochi,1946.2,Road,Trailer,792.5,5.17,Bulk,7,VEN001,Apex Logistics,4.5,24.0,23714.67,3262.46,2708.51,412.82,387.39,28844.75,INV015139,2024-11-23,28973.87,29849.2,Paid,9,-875.33,-2.93,1,0,0,0,41.9,Medium
SHP015260,2024-08-28,Lucknow,Jaipur,813.7,Road,Truck,800.0,3.03,Standard,4,VEN013,Metro Cargo,4.3,13.0,8062.94,1054.74,802.58,331.3,682.63,12232.9,INV015260,2024-08-30,11507.7,11415.54,Paid,15,92.16,0.81,0,0,0,0,0.6,Low
SHP015261,2024-04-09,Kochi,Lucknow,1524.3,Road,Mini Truck,293.1,0.75,Express,7,VEN024,Zenith Carriers,4.8,21.0,15334.95,1897.79,1803.4,319.91,128.26,19926.7,INV015261,2024-04-11,19800.61,19459.47,Paid,7,341.14,1.75,0,0,0,0,3.1,Low
SHP015262,2024-01-16,Indore,Chandigarh,1602.6,Road,LCV,2886.0,26.29,Bulk,7,VEN016,PrimeRoute Transport,3.5,13.0,16616.96,2856.29,1824.8,689.87,649.84,21961.72,INV015262,2024-01-23,22941.09,22250.35,Overdue,67,690.74,3.1,0,0,0,0,20.3,Low
SHP015263,2024-11-05,Bengaluru,Mumbai,1634.4,Road,Truck,765.6,3.32,Express,7,VEN006,FastTrack Logistics,5.0,9.0,23322.2,3880.73,1981.22,421.69,53.24,30843.16,INV015263,2024-11-08,30272.46,30711.25,Paid,4,-438.79,-1.43,0,0,0,0,0.0,Low
SHP015264,2024-08-17,Kochi,Bengaluru,608.3,Road,,3293.1,12.4,Standard,4,VEN006,FastTrack Logistics,5.0,9.0,10655.83,1482.96,641.93,1038.41,172.92,14932.84,INV015264,2024-08-22,14772.98,14391.88,Paid,7,381.1,2.65,0,0,0,0,2.7,Low
SHP015265,2025-11-08,Bengaluru,Jaipur,1575.2,Road,LCV,235.0,0.59,Standard,6,VEN020,TransNova,4.3,18.0,16904.2,1893.74,1905.32,288.17,205.95,19774.28,INV015265,2025-11-13,15147.01,19540.56,Paid,13,-4393.55,-22.48,0,1,0,0,37.1,Medium
SHP015266,2025-04-12,Jaipur,Hyderabad,1713.3,Road,Truck,1395.4,8.11,Standard,8,VEN014,NorthStar Logistics,4.6,5.0,17180.66,2226.53,2226.53,544.15,542.31,24556.32,INV015266,2025-04-14,24287.69,24664.15,Paid,2,-376.46,-1.53,0,0,0,0,9.1,Low
SHP015267,2024-02-20,Lucknow,Chandigarh,1735.4,Rail,Cargo Wagon,1683.0,3.89,Standard,6,VEN018,RoadBridge Logistics,3.1,7.0,13071.24,1491.82,0.0,418.72,392.7,16641.7,INV015267,2024-02-22,15700.11,15845.84,Pending,23,-145.73,-0.92,0,0,0,1,14.7,Low
SHP015268,2025-11-17,Chennai,Surat,1970.4,Road,Truck,483.5,1.37,Express,8,VEN012,LoadMasters,4.9,,30614.24,4197.93,2361.6,363.17,145.53,40033.27,INV015268,2025-11-20,39791.07,40179.73,Pending,15,-388.66,-0.97,0,0,0,0,0.0,Low
SHP015269,2024-12-23,Lucknow,Indore,1801.0,Road,Mini Truck,1394.7,4.01,Standard,7,VEN011,Kinetic Transport,3.7,21.0,17660.15,2078.1,2028.06,504.6,444.69,23799.35,INV015269,2024-12-27,23166.39,23967.97,Paid,10,-801.58,-3.34,0,0,0,0,0.0,Low
SHP015270,2025-06-27,Lucknow,Chennai,553.6,Rail,Cargo Wagon,1367.3,8.32,Standard,2,VEN020,TransNova,4.3,18.0,5501.48,595.21,0.0,459.78,162.57,6722.03,INV015270,2025-07-01,6750.02,6758.31,Paid,9,-8.29,-0.12,1,0,0,0,41.2,Medium
SHP015271,2024-04-23,Kochi,Kolkata,1406.3,Rail,Container Wagon,552.0,1.36,Express,5,VEN001,Apex Logistics,4.5,,15529.66,1036.3,0.0,326.32,211.0,18301.69,INV015271,2024-04-26,17914.99,17993.38,Overdue,73,-78.39,-0.44,0,0,0,0,13.0,Low
SHP015272,2024-02-20,Surat,Bengaluru,694.0,Rail,Container Wagon,610.0,2.88,Standard,4,VEN014,NorthStar Logistics,4.6,5.0,6308.62,657.41,0.0,360.31,359.7,8120.05,INV015272,2024-02-23,6570.07,8475.8,Paid,4,-1905.73,-22.48,0,1,0,0,36.6,Medium
SHP015273,2024-04-02,Hyderabad,Mumbai,565.0,Road,LCV,641.6,2.76,Express,3,VEN012,LoadMasters,4.9,6.0,8546.62,1209.17,403.33,310.48,334.73,11697.34,INV015273,2024-04-06,11097.51,11216.98,Paid,13,-119.47,-1.07,0,0,0,0,7.5,Low
SHP015274,2025-02-23,Chandigarh,Indore,2154.7,Road,LCV,1161.5,7.19,,9,VEN024,Zenith Carriers,4.8,21.0,18364.75,3090.23,2654.97,454.3,231.72,24521.6,INV015274,2025-02-26,24781.72,25021.46,Pending,20,-239.74,-0.96,0,0,0,0,0.0,Low
SHP015275,2026-03-06,Nagpur,Chandigarh,2660.5,Road,Truck,781.5,3.29,Standard,10,VEN022,Velocity Logistics,3.7,12.0,26749.51,3804.71,3543.94,,216.82,34828.9,INV015275,2026-03-13,33042.14,33300.77,Pending,34,-258.63,-0.78,0,0,0,0,18.6,Low
SHP015276,2026-05-13,Delhi,Bengaluru,1105.5,Road,Truck,4472.9,30.74,Bulk,6,VEN013,Metro Cargo,4.3,13.0,18938.75,2895.45,816.89,974.88,287.71,23338.58,INV000063,2026-05-19,18413.97,23755.14,Paid,13,-5341.17,-22.48,1,1,0,0,79.7,High
SHP015277,2025-12-23,Chandigarh,Pune,1882.2,Road,LCV,357.5,2.98,Standard,8,VEN008,Horizon Carriers,4.6,10.0,22252.2,2751.45,2214.91,351.9,122.84,31154.71,INV015277,2025-12-26,29037.3,29368.22,Pending,17,-330.92,-1.13,0,0,0,0,13.1,Low
SHP015278,2026-03-24,Surat,Pune,955.0,Road,Truck,537.2,5.38,Bulk,5,VEN008,Horizon Carriers,4.6,10.0,9949.95,1004.6,1260.46,417.79,153.64,13878.88,INV015278,2026-03-28,13717.83,13602.85,Paid,10,114.98,0.85,0,0,0,0,0.0,Low
SHP015279,2025-11-22,Mumbai,Surat,339.7,Road,Mini Truck,380.2,1.36,Bulk,3,VEN007,Global Route,4.5,23.0,3617.63,684.72,297.12,336.99,346.73,5161.32,INV015279,2025-11-26,5279.5,5169.71,Paid,10,109.79,2.12,0,0,0,0,3.7,Low
SHP015280,2025-10-30,Indore,Chandigarh,1338.4,Road,LCV,1010.9,4.18,Express,5,VEN009,India Freight Network,3.3,3.0,19901.3,2203.19,2127.12,446.75,299.42,23894.65,INV015280,2025-10-31,24869.83,24480.77,Paid,19,389.06,1.59,0,0,0,1,8.5,Low
SHP015281,2025-01-14,Delhi,Kolkata,1234.3,Road,Truck,2680.0,34.23,Express,5,VEN023,WestWay Transport,4.9,5.0,21917.19,2589.32,1580.73,624.28,168.02,25973.02,INV015281,2025-01-16,25944.39,26275.67,Paid,18,-331.28,-1.26,0,0,0,0,6.9,Low
SHP015282,2024-09-12,Pune,Ahmedabad,599.3,Rail,Container Wagon,2098.1,11.15,Standard,3,VEN002,BlueLine Transport,3.9,19.0,7364.19,691.32,0.0,712.43,261.34,8876.59,INV015282,2024-09-13,8679.65,8452.95,Overdue,53,226.7,2.68,0,0,0,0,15.0,Low
SHP015283,2025-07-20,Nagpur,Chennai,533.2,Rail,Cargo Wagon,1209.5,,Standard,3,VEN001,Apex Logistics,4.5,24.0,5103.26,477.17,0.0,407.02,195.63,6971.8,INV015283,2025-07-24,7098.42,7094.04,Paid,5,4.38,0.06,0,0,0,0,8.9,Low
SHP015284,2024-01-20,Kochi,Surat,571.8,Road,Truck,867.4,2.27,Fragile,4,VEN017,QuickHaul,4.1,9.0,8626.11,1484.05,408.26,411.91,176.91,15903.42,INV015284,2024-01-26,16178.14,16374.39,Pending,24,-196.25,-1.2,0,0,1,0,26.4,Medium
SHP015285,2024-06-10,Chandigarh,Ahmedabad,823.3,Air,Air Cargo Standard,941.4,6.21,Standard,3,VEN007,Global Route,4.5,23.0,31901.65,2304.51,0.0,493.0,238.34,31987.67,INV015285,2024-06-16,30890.88,32167.53,Paid,11,-1276.65,-3.97,0,0,0,0,3.5,Low
SHP015286,2025-02-14,Chandigarh,Surat,1120.8,Road,Truck,3394.2,21.71,Bulk,6,VEN025,Orbit Logistics,4.6,17.0,16827.14,2703.44,822.9,800.88,306.83,23379.98,INV015286,2025-02-20,23128.53,23062.81,Paid,14,65.72,0.28,0,0,0,0,7.8,Low
SHP015287,2025-07-23,Chennai,Ahmedabad,752.7,Rail,Container Wagon,2225.2,7.18,Standard,5,VEN023,WestWay Transport,4.9,5.0,7592.36,882.35,0.0,551.64,193.59,10524.58,INV015287,2025-07-28,10742.38,10907.05,Paid,4,-164.67,-1.51,0,0,0,0,9.5,Low
SHP015288,2024-12-02,Nagpur,Ahmedabad,1145.2,Rail,Container Wagon,339.2,2.05,Fragile,6,VEN024,Zenith Carriers,4.8,21.0,12400.66,1163.62,0.0,291.04,64.34,14833.56,INV015288,2024-12-06,15417.42,14975.29,Pending,22,442.13,2.95,0,0,0,0,15.8,Low
